"Call Id","Words","Prospect"
"712916590","I just want to let you guys would charge to I hope you sleep this is open tomorrow for coming to come out right okay ","Service"
"1051369638","just calling spine in Home Services your call is important to us please stay on the line and will be with you please stay on the line the lady please stand bye please stay on the line please stay on the line hey it's a good idea why I'm going to see if I get service in the owners 1:40 in home service holding this is Lawrence hey how's it going where Lauren was just wonder how much you guys would charge to install the gas line to my hot water tank Dan Massey there told me to give you guys a call I don't know if you whatever you should really good friend of mine they're used to work for you guys your name and it was no no no for hot water the hot water tank I already he was their address 193 Banbury Road where is that you are why you en ery Elan Richmond 8315 okay and you're looking to get water heater hooked up then yeah I already have everything here just needs this that gas rest do myself yeah you know how long that I'm not 100% sure I would give it about 15 minutes okay thanks ","Service"
"1051526779","ohh yes Jim how to make a smile it's Mom I'm just wondering who you're full remove and install new shower so we do eyeballs is it yeah shower in the Presley they'll hold on for one second yes do I can I certainly have someone come out and give you a price now we're both we would have to pick up those all with me I had to call you after you got here so I can order one is on or like you have a favorite wine and and have them come in install it that was perfect no problem I will Law School come out and where we move an old one yes I'll be done work for you or I guess I'm driving 68 Notting Hill press and you are Barbara yes 47557 have a cell 419-317-9557 correct what does get some I could come out and like if your this person was there a time out for you I don't think so she was available for knocking them there Tuesday stay stay with me I can get them there like that between 11 and 1 11 + 1 yeah on Tuesday support - 14 yes that's great that okay yeah so call me thank you thank you bye bye ","Service"
"1051555807","how can I make a smile hi how's it going this is Shaun from pinpoint Property Management I had some work with us yeah go when I got another emergency at one of our units and I was hoping to schedule something as soon as possible yeah so unfortunately we have a 10 hours so I have no I don't have any I don't have to be next Tuesday Tuesday the first available that you have it okay so we have to call you but I don't have Sara Lee know leave the house I might call you guys back okay okay thank you yep alright bye ","Service"
"712531534","purpose okay ","Service"
"1051630771","greatness Maria speaking how can I make you smile hi I was just wondering do you we have some shop drawings that I can least warm Norm trainer we think it was and we just wanted to reach out to her yeah these train goes in the ground that yeah okay that's alright ","Service"
"1051671163","what is Maria speaking how can I make a file hi there Maria that's quite a great message it's a smile after that they don't know if they will tell you what I'm looking for I'm doing a remodel of my kitchen and I've also bought me started laundry cover my stackable washer and dryer or as well do you have my lighting but overall with the island and we're going I need to Kohl's which is to hang pot lights there's probably 5 plus probably up to last I have in the corner so that when I believe I have a small one at the back for probably a few months because I'm not sure what I'm doing with my room but I mean there could be whiter than sort of laughed are for later use to me yeah but I'm here in my asshole spotlights 3 hang pendants over the center of the island kitchen fridge plug washer dryer plug ceiling fan in the living room and type either of box it's kind of or for the you know how for the cord versus on the bottom and everything hung down I guess there's some box at the wire can go in the back of and go either lower on the floor to hook or behind so the TV when it's in the corner you so I got it covered alright I will let one of our Christmas so come out I will go through everything give you one price and then go from there so it's a rental for your laundry just yeah safe and I will last Rolla Harbor listen it's Laura L A you are a last name b as in Bob ohh n k the field to Amber Lee Ave in London intersection is Riverside in Wonderland drive and she's in Harry 233 e r l e y correct the know we have different street that one has more spine agencies to use Xbox is not worried or occasion water didn't want to go down the street signs cuz you cut me off of Aletta to Shereen are you coming up Kaley persist what is Al wife alright no problem next door yes 226-239-0950 came through from the along time ago diet heard I have time even when I'm doing right now and I know I seen that so I'm around for a long time yes I'm this hoping you're really good as I think you are alright well I will we'll put our guys at right yeah so when he comes he will give you a price and then and then they're okay it's Grace your email address you want to hear what's up it's K as in kangaroo r as in Roger Laura at Hotmail remember my Gmail like that to you but my name was already taken so I couldn't use it so I had a really nice alright it was time for us okay as soon as possible really okay I can't do anything else on this rental so my life okay I was hoping this two months ago so yeah he's in a holding pattern for a long time alright then just be one guy directly honest with you to walk off the dock and left me hanging oh no yeah so now I've got two pieces and get together as quickly as possible okay now I understand that Lisa spread can I squeeze you in on Tuesday the 4th pain what time afternoon it would be later on schedule yet or whatever yeah alright I will get my clean out there and he's gonna go over everything with you okay Maria and I'm sorry what was his name again I just really don't know as of now it's cool in the l y n sure give you like 6 minute heads up before when he's on his way or that would be awesome okay alright Maria Maria and I will see you okay thanks a lot alright bye ","Sales"
"1051689949","that are in it goes into your window or ","Service"
"1051691708","China mile that's a great opening yeah hi my name's Todd I'm pretty sure my father Mall period M electricity possibly a way we can work together before I don't Sono calling around this time of the day today I don't have an excuse me yeah well yeah it's been like I must be a little issues and so okay I'll call back problem bye ","Service"
"712406081","Josiah tomorrow tomorrow afternoon so for $99 I could not figure out what the problem is I've got clients and then let me know and go ahead with this hair comma Creek City to work so unless you are then you know before our Winter Park press it according words okay and then we can go from there so I have to get your phone number so you can contact okay searching her Morrow 44 after 4.8 after noon okay everything's the repair then go ahead with the repair when he's done and then we'll check that stuff out or MasterCard leprechaun okay of course someone okay tomorrow afternoon from there ","Service"
