"Call Id","Words","Prospect"
"694296279","okay positive okay 700-2278 her home phone number okay I'm at home okay okay I'll come on site to go over everything for us to get you an accurate price thank you was here with me when he's done he's little too cold pasta Visa Mastercard I was sent through to his assistant becomes a schedule thank you filling okay okay ","Service"
"1064857920","it's a great day at final service this is Diana how to make me smile hey I was just wondering if you could give me an amount for how much it would be alright to hear you tell her AC is not working what I'm looking at absolutely we have a $99 diagnostic fee and then like 1/3 errors and can go look at it was confused and then they Chrysler what any repairs for you then I'm weird thing is that is see I guess it's not the coolant fluid goes in a refrigerant yes I'm looking probably what the problem is because it's running but it's just not like really really cold okay yeah yeah how much that would be approximately to replace I have no idea unfortunately it depends on what kind of refrigerant depends on how much okay tax rate yep it looks like every verse purpose how far in advance you have to know before Ellis right now I could probably with some stuff around maybe get someone shoot me a call let me know just my notes and see if I will be home all day tomorrow okay then I will probably give you guys a call back I think you you're welcome ","Service"
"694294871","hey crazy I never Maria speaking how can I make it tomorrow Mark soon as possible hi Sarita my phone tripping a little crazy today okay sorry okay I hope you have a suicide bomber works and to see what I've got available I must have anything else wrong have someone confirm and they're on their way Thursday morning I can go down there like earlier like at 2 okay okay you all going to connect birthday Crystal breakfast ","Service"
"1064858629","it's a good day to make a are you today hi I'm good I'm inquiring a quote for some electrical work to hook up a hot dog how long I can I schedule my electrician to come on then on he'll let you know we do an accurate price and then go from there okay is there anything secola close to the area right now or snow welcome home from work I mean all it was was enough in the Xbox and everything for for I just want to confirm that and then I told her about for the Apple installer Thompson yeah my girlfriend that's +51-943-510-4000 number 31173 Chuck number cuz she's working a lot so I'll be okay name you know like what she left you feel like I said I'm just a moment thanks hi there sorry about that okay email yeah email 15 c h e f at icloud.com horse Edwards I saw now what when might be thinking perspective was I going out I will transfer you over to a dispatch department they can get out you are a time when someone can come a moment hi there can I get her to give you a call she just tied up for a minute I remember that I did yes bye ","Service"
"1064863274","my speaking how can I make a smile doing good how are you I have a customer requiring your what we need for our system okay it's Wednesday the someone early to the electric panel so we love like they're sold one is goal is diskin the baseboard heater and it getting rid of we're we're getting rid of this board so I just need an active I think that goes well any other you that one from one of her it's like it was just supposed to write some point she doesn't need any more is HIV LDS and she lives at 463 Union Road New Rhodes Port Stanley yeah yeah the other day InStyle 1128 her number is 519 782 3609 probably the date of where they're turning on I don't know what be the best maybe before we start can you see what we got here they do so how about 4 in the morning before I forgot it comma Sarah be a little bit later around so I'll call her I'll call her uncle at 4 o'clock so I'm sure she'll be fine with it if you told me not on there and it's Adam 495 7855 so any questions call problem got it on the work order here no problem at all installed first 9 o'clock just as far as pain goes die you know that there's a $59 this fast when they are starting the reservation and go ahead so for David West from the health of work ","Service"
"1064864073","it's a great day smile hey how you doing today how well does nurse two days ago and it's still running and everything's going here as me coming to look at it but I'm back and back and back now they're not coming today have a pregnant wife at home in a 2 year old anyway I could ask somebody else to do have a guys are fully booked I know we've been all these Dale I got to see you know CJ haven't haven't called yet I'm calling as I'll tell you I don't have anybody available for today I can't do until we can get the first available then the first available okay bye ","Service"
"694280644","so I need to go back to me now there asking need anymore so I was just wondering if I could get that 440 Main so just come okay okay I appreciate it ","Sales"
"694259375","it was a program when we can have someone out there tomorrow ","Service"
"1064891117","great thank you bye ","Service"
"694254247","okay ","Service"
"1064892582","this is Maria stuff to make a smile hi I'm on your what your plan has several of all yeah I think so yeah and we're Harper conditioner is on its last legs so some ideas in terms of replacing the furnace an air watch mobile trucks search 230 Brunswick Avenue 784 office hours well coaches are so okay if you're time is better for you I can get stuff like come over sometime maybe before 3 works or we could try for Wednesday morning one of them alright so we'll see you Wednesday the 30th between 10 to 12 ","Sales"
"694250470","smile I don't know call at 4 for your air conditioner or 5:45 alright we are okay I will have to I will send it to the discount Department I have someone come out to the car ","Service"
"694232297","Maria speaking how can I make you smile 616-7596 what is I will schedule one of our technicians come out but you know we will call you back I will going here and I will have someone give you a call back to know when's and someone will be arriving okay are you guys because I know that there's benefits to that it's come out a few times here and you can take the dispatch fee for our guys coming out each time when you finish it up pick up some place if you want to close furnace and air conditioning it's 1597 plus tax if it's 189 a year once a year we are electrical or Plumbing Service if you were to come out we're able get back to me for the $69 fine and then they give you 10% off on the work that as well awesome the work done as well see for the furnace for a pretty much go to that class you know you get the other services Whitney home protection so if you'd like I can have them leave a poster or I can have it I will let him decide at that point what's what is that I'm looking for be hope we talk soon then we will give you the price accordingly and go from there okay okay ","Service"
"1064904891","it's a group at 5 a.m. service this is Diana how to make you smile letting you know if you can still make pastor for my air conditioning unit yes so I can stop it I know we have licensing for okay thank you very much you're welcome ","Sales"
"1064907003","it's a great day for your service Maria speaking how can I make you smile if someone to call me yesterday I'd like someone to call me so I see an air conditioner compressor received I see you here compressor outdoor no line set and all you have to do obviously since the whole unit and I've already got some so I really like to hear from them or I'll just go with me so yeah you do nothing the sling dragon 39 Wentworth work phone number 51961 nine seven eight seven are you looking for someone sooner the better we can do it today that would be great add to calendar here just fair with Ron owners quote today for sounds perfect GPS okay and it's John is it John thank you bye ","Sales"
"694221929","hi Marina I'm having some problems with my permit grandparents Mario for furniture and it for an air conditioner about a week ago to put in a new thermostat and he's on schools and it was it was printing out hot air and no matter what I did from his hot air thermostat in I-5 arable scribble are O'Hara and she said it was an easy fix and so hopefully you've heard something wrong I'll just wait there and it also but I don't like the thermostat like hyper visor the thermostat thermostat so I'll have to either get one from you or or by buying more simple in the spring but the thing is there living on cool and there's also another problem I wanted to see you for a painter run Kohl's and it wouldn't run so I don't know whether that was my my doing or not really Grosvenor and e r o s v e n o r Beyond holler okay that's okay sucking at her number he's responsible her that goes on as well so if you can't reach me can reach her I think so much ","Service"
"694220543","coming on that girl that's a good thing I have the same is on the weekend October to still have no air it was like a sense for them because she can get you scheduled thank you I guess I'll be arranging the schedule will give you a call back okay no problem bye bye ","Service"
"694220057","you're welcome ","Service"
"1064913425","right an impressive being a healthy smile hey I was trying to book my air conditioner tune up my work schedule's been kind of all over the place I haven't been able to I do have a date now if it's possible address it's 495 Piccadilly Street what day would you like the wedding on June 8th morning or afternoon the latest you can do me like after 11 after 2 so your window like between floors that works okay sounds good okay great ","Service"
"694207094","I was wondering just how I would have someone come out looking at I know what's the matter with my air compressor so that's 20 years old so I was looking at this coming in New York and unit 61978 four seven ","Sales"
"1065099515","it's Greg Asylum service this is Diana haglund make me smile Diana I'm nice my name is Tamara Cheryl calling from us next Longwood to remove see the word new for our annual review on are the only sorry sorry bye Longwood when reopening that done anytime of my husband I'm uptown now Monday to Friday so we're at the best available or if not ever believe my face after for spray Kingsley push it to about 3:40 on word to attend the app very soon 330 on your account he's not a problem 3:30 on work I need a 30 yeah we can just let us know whenever maybe a Friday Tuesday Tuesday yep so nice to me yeah okay thank you welcome ","Service"
"1065182105","California state talk to make a smile what you can do my hair conditioner installation some information from you sir I set up an appointment okay love you have one there or is it yo existing one that we are looking for were considering replacing it no problem no yeah it's last name Michael Young why Ang interface between 9 o'clock wife Ellie AC Ock yeah you a y German Mary It's a 65 + 5 and it's area code 604-7040 47040 and he's already emailed Sherry G as in George why A & G 419 at gmail.com and crap how you like that I was just a Google search I wanted to First Results that came up so I will ask one of our Mrs come out is there a condo for you or a new one person available yeah I mean what are the options right now if you guys would you please give me a call on Monday so yeah why don't we do Monday for appointment show work alright I will send Mike starving who 244 month thank you ","Sales"
"693809167","whatever like normal ","Service"
"693776152","you lie how are things holy shit good for him right on Sherman I'm calling for Jim Everly I'm Council for the small child so it's crazy like way too hard on her when I travel recharge ER kids and then so we're exploring told him Spitfire times never have in mind as bad I think they're going to really want to do some people who listen talking about some flexibility and all this car so be ready and so we know what how how real that is and I will cancel for a full service $600 a month you know I really need to be a $650 carpet or whatever the hell it is 600 so you know what's up yeah I'm never around here it's kind of cold but I got my parts for I'm I'm taking it out and find a line with victim and on the deck I'm talking about Sugarman Firestone I swear I want to Jung you know put the barbecue for roll service will be shut off and a quick disconnection of kind of what I need because I'm fucking barbecue thing so Mac Miller you wait around for me stuff happens like whatever I was hoping for Monday next week I'm getting on hang on I'm going to cuddle County I would be you know what oh yeah good for you I hope you're well and say hello okay awesome okay bye ","Service"
"693754091","find her ","Service"
"693516515","okay sounds good ","Service"
"1065424065","yeah I just punched bye bye ","Service"
"693335317","early or later here again and I kind of more like okay I will Jeff good morning about a problem ","Service"
"693294291","for 4 hours in the morning at work ","Service"
