"Unique Id","Call Id","Words"
0,"659725016.0","the great day for your service Leah speaking to Lisa smile so I scheduled for Last Friday but it had to be switched to tomorrow the problem is my printer stopped working so I'm wondering if I can get someone else today Louis tomorrow morning how do you with your homies hey sexy so sad I know I'm listening to her room my room I stay with you hi there sorry I fell asleep 4:00 okay so overnight it was off all night and we have three little kids we can't we can't wait yes Murrell actually for you today between 2 and 4 coupon and then because it was shipped it from Friday it was they were going to wait 50 crust so what are we looking at today then so it'll be what super super safe for the service it was 50% off so from 90 down to 50 I want to 40 something and then because they had to move us they were going to waive that for tomorrow but now we're in a situation where we have to see it today I'll send one and then he'll see what kind of response I need to know like so much "
1,"659725016.0","what super super site that for the service it was 50% off so from 91 to 50 I want to 40 something and then because they had to move us they were going to waive that for tomorrow but now we're in a situation where we have to see it today so wondering if we've been from then he'll see what kind of response I need to let you know that report so much "
2,"659725016.0","the great day for your service Leah speaking to Lisa smile so I scheduled for Last Friday but it had to be switched to tomorrow the problem is my printer stopped working so I'm wondering if I can get someone else today morning singer with your homies hey sexy so sad I know I'm listening to her room my room I stay with you hi there sorry about our super at 4:00 okay so overnight it was off all night and we have three little kids we can't we can't wait today before and then because of shifted from Friday it was they were going to wait 50 crust so what are we looking at today then so it'll be what super super safe for the service it was 50% off so from 90 down to 5140 something and then because they had to move us they were going to waive that for tomorrow but now we're in a situation where we have to see it today sometime and then I'll see what kind of response I need to know like so very much "
3,"659725016.0","the great day for your service Leah speaking to Lisa smile so scheduled for Last Friday but it had to be switched to tomorrow the problem is my furnace stopped working so I'm wondering if I can get someone else today Lily we're super 8:30 tomorrow morning I did so nice how do you with your homies hey sexy so sad I know I'm listening to her room my room I stay with you hi there Kyle it's Sue at 4:00 so overnight it was off all night and we have feel okay so we can't we can't wait for you today before coupon and then be sure to ship to some Friday it was they were going to waive the fees press so what are we look yet today then so it'll be what super super site that's for the service it was 50% off so from 90 down to 5740 something and then because they had to move us they were going to waive that for tomorrow but now we're in a situation where we have to see it today so wondering and then he'll see what kind of response I need to know what port so much "
4,"659725016.0","the great day for your service Leah speaking to Lisa smile so scheduled for Last Friday but it had to be switch to tomorrow the problem is my printer stopped working so I'm wondering if I can get someone else today we're super 8:30 tomorrow morning finger with your homies he said so sorry I know I'm listening to her room my room I stay with you hi there sorry about 4:00 okay so overnight it was off all night and we have three little kids we can't we can't wait did you in for that coupon and then because it was shipped it from Friday it was they were going to wait 50 crust so what are we looking at today then so it'll be what super super nice 8 that's for the service it was 50% off so from 90 down to 50 I want to 40 something and then because they had to move us they were going to waive that for tomorrow but now we're in a situation where we have to see it today okay so then from then on he'll see what kind of response I need to let you know that report so very much "
5,"659725016.0","what super super site that's for the service it was 50% off so from 90 down to 5140 something and then because they had to move us they were going to waive that for tomorrow but now we're in a situation where we have to see it today so I'm wondering and then he'll see what kind of response I need to let you know that report so much "
6,"662277217.0","okay bye bye "
7,"662277217.0","Gregory thinking how can I make you smile so how are you working boil a hurry right right okay so what exactly is wrong with it leaking or is it okay hurt to the boiler that correct I forgot I forgot the gas or I can certainly a scheduled out and we'll have someone come out and go ahead with her Dallas this crap come on site to crackly work involves give you an accurate price before he start heading work then he will go ahead and make sure you come equipped to go to work I'll be done work for you before let it up okay so I can schedule someone else you want morning or afternoon the partner schedule to call and someone will give you a call momentarily and then they can schedule it for you let me know exactly on time and and I think when we can car is it something that you want it done like right away or yeah no problem that's maker with your personal address Parker I'm sorry capoeira that's not a problem but actually work on the boiler I'm not sure yeah who is he back yet pomelo okay okay Peter V okay your home number please 613-968-5636 how you heard of her recommended someone Peru okay okay no problem looking for her I will have someone give you a call back to let me know an exact date and time if you want this within the couple of like I said before next week or does it matter RG3 we will get a hold of her to come by then okay okay bye bye "
8,"662277217.0","okay take your flyer so how are you don't work on boy last hurry right right okay so what exactly is wrong with it leaking or is it okay hurt her water line to the boiler that correct I forgot I just left the gas so I can certainly a scheduled out and we'll have someone come out and go ahead with her okay Dallas this crap come on site to crackly what's involved give you an accurate price before he start heading work then he will go ahead and do the work permit paperwork I'll be done work for you before let it up so I can schedule someone else afternoon Department definitely schedule and someone will give you a call momentarily and then they can schedule it for you looks like we are and and I think when we can come if it's something that you want it done like right away or prefer yeah no problem that's what I heard with your first name it's not hurting I'm sorry that's not a problem to attract any work on the boiler I'm not sure who is he back yet hello okay okay later bye your home number 613-968-5632 and I can call you later system one okay okay no problem looking for her I will have someone give you a call back to let me know an exact date and time if you want this within a couple of like I said lesson for next week or does it matter are you sleeping we will get a hold of you or have her a plumber to come by then okay bye bye "
9,"662277217.0","okay take your flyer so how are you working for a hurry right away what exactly is wrong with it leaking or is it okay her daughter took a boiler that correct okay so bad please call me at the gas marketer I can certainly a schedule that and I will have someone come out and go ahead with her okay sour chicken Dallas this crap come on site who will see exactly what's involved give you an accurate price before he start heading work then he will go ahead and do the work permit us to go to work I'll be done work for you before set it up so I can schedule someone else morning or afternoon appointment and someone will give you a call momentarily and then they can schedule it for you let me know exactly on time and and I think when we can come if it's something that you want it done like right away or prefer that's nice yeah no problem that's maker with your personal I'm sorry that's not a problem it's actually work on the boiler I'm not sure who is he back yet pomelo okay welcome to fiber your home 613-968-5636 how you had heard I'm so recommend someone okay okay no problem looking for her I will have someone give you a call back to let me know an exact date and time if you want this within a couple of like I said before next week or does it matter her hair looks pretty cool so we will get a hold of you or shortly after I put her to come by then okay okay bye bye "
10,"662277217.0","okay take your flyer so how are you don't work on boy last hurry right away looking for what exactly is wrong with it leaking or is it okay her daughter to the boiler that correct I feel bad I forgot to get your problem I can I can certainly a schedule that and I will have someone come out and go ahead with her okay Dallas this crap come on site solution crackly work involves give you an accurate price before he start heading work then he will go ahead and forward you come equipped to get to work I'll be done work for you before let it up okay so I can schedule someone else you want morning or afternoon Department comma will give you a harmonica and then they can schedule it for you looking exactly archives and I think when we can car is it something that you want it done like right away or for sure her problem that's maker with your first name i r address Patrick I'm sorry capoeira that's not a problem it's actually work on the boiler I'm not sure who is he back yet hello okay okay Peter bye your home number please I would like 613-968-5636 where you recommend someone for who okay okay no problem like I said before I will have someone give you a call back to let me know an exact date and time if you want this within a couple of like I said lesson for next week or does it matter her if we will get a hold of her to come by then okay okay bye bye "
11,"662277217.0","okay bye bye "
12,"662337504.0","how can you how are you hello Diana speaking how are you therefore you sent me commute to work right now hi I can do first thing Friday again I guess give her a stretch then and then go from there I hope you thanks 8026 the final I am you guys know that this is what I want 3264 my boiler they had to tell my my daughter "
13,"662337504.0","how can you how are you hello Diana speaking how are you therefore commute to work right now I can give her some Friday again I guess give her a stretch then and then go from there I hope you get 8026 the final I am Raymond love you guys know that this is what I want 3264 my boiler they had to tell my my daughter "
14,"662337504.0","plastic how can I do for you hello Diana speaking how are you in there hey Sam in at the come do some work I can give her some Friday then I guess trusted in them go from there I hope you thanks 8026 the final I am if we do take note it is 3264 my boiler tell my my daughter "
15,"662337504.0","how can you how are you hello Diana speaking how are you therefore you sent me commute to work right now I can give her some products again I guess give her a stretch then and then go from there I hope you get 8026 the final I am Raymond should I be like know that this is fine but I want to 3264 my boiler they had to tell my my daughter "
16,"662337504.0","How can I hello Diana speaking how are you therefore commuting to work right now I can give her some Friday he's hold hello again I guess give her a stretch then and then go from there Q thank you 8026 the final I am service we do you guys know that this is what I want 3264 my boiler they had to tell my my daughter "
17,"662337504.0","how can you how are you hello Diana speaking how are you therefore somewhere I can give her some Friday I'm going to guess good afternoon go from there you get 8026 the final I am Raymond service we do take note it is we do assets for my boy to tell my my daughter how "
18,"663231491.0","thank you for calling sign in hey we're calling Finance Services me know how to make you smile I will it would be after hours IQ office is closed closed at 4 so it would be after hours now I can let them know in the office there and what is your name hey what's your address Wells Crescent and as in London or if I can watch your phone number have a nine four five five seven 210 so I give you a call back tomorrow morning to set something up at 7:30 "
19,"663231491.0","thank you for calling sign in hey we're calling Finance Services me know how to make you smile I will it would be after hours IQ office is closed closed at 4 so it would be after hours now I can let them know in the office there and what is your name hey what's your address Wells Crescent and as in London or if I can watch your phone number have a nine four five five seven 210 so I can give you a call back tomorrow morning to set something up safe at 7:30 "
20,"663231491.0","thank you for calling sign in hey we're calling Finance Services me know how to make you smile I will it would be after hours like your office is closed closed at 4 so it would be after hours now I can let them know in the office there and what is your name hey what's your address Wells Crescent and as in London perfect and what your phone number have a nine four five five seven 210 so I give you a call back tomorrow morning to set something up at 7:30 "
21,"663231491.0","thank you for calling sign in hey we're calling Finance Services me know how to make you smile I will it would be after hours IQ office is closed closed at 4 so it would be after hours now I can let them know in the office there and what is your name hey what's your address Wells Crescent and as in London perfect and what your phone number have a nine four five five seven 210 so I give you a call back tomorrow morning to set something up at 7:30 "
22,"663231491.0","thank you for calling sign in hey we're calling Finance Services me know how to make you smile I will it would be after hours IQ office is closed closed at 4 so it would be after hours now I can let them know in the office there and what is your name hey what's your address Wells Crescent and as in London or if I can watch your phone number have a nine four five five seven 210 so I give you a call back tomorrow morning to set something up at 7:30 "
23,"663231491.0","thank you for calling sign in hey we're calling final service it's Mina I can make you smile I will it would be after hours IQ office is closed closed at 4 so it would be after hours now I can let them know in the office there and what is your name hey what's your address Wells Crescent and as in London or if I can watch your phone number have a nine four five five seven 210 small so I give you a call back tomorrow morning to set something up so fast 7:30 gum "
24,"664262469.0","Richard call Rachel "
25,"664262469.0","a great day for your child aquarius thinking hoping to make a smile all calling annual maintenance and I need to give you a new credit card number 689 40th Street in London h o l now I put a Visa Mastercard 1620 6757 5975 3:20 the CVV number on the back of 584 Richard Hall h Al "
26,"664262469.0","Richard Hall h o l "
27,"664262469.0","a great day for your child aquarius weekend hoping to make a smile all calling annual maintenance and I need to give you a new credit card number 689 40th Street in London h o l now 1620 6757 5975 3:20 and the CVV number on the back of 584 Richard Hall h o l "
28,"664262469.0","okay for sure like for this weekend hoping to make a smile all calling annual maintenance and I need to give you a new credit card number 689 40th Street in London h o l now I said a Visa card 1620 6757 5975 3:20 the CVV number on the back of 584 Richard call Rachel "
29,"664262469.0","the Great Depression Aquarius again hoping to make a smile all calling annual maintenance and I need to give you a new credit card number 689 40th Street in London h o l now I put the card 1620 677 575 3:20 the CVV number on the back of 584 Richard call Rachel "
30,"664539683.0","I will let you know "
31,"664539683.0","I will let you know the way "
32,"664539683.0","spank my phone home services to Terry how to make your phone hey just to let you know there is a $49 policy for today if I do have call yes fault s h he w f elt Birch bir CH okay one word and your phone Harbor +947-039-471-7503 v e mean blower wheel is Jose Phyllis I will let you know the way "
33,"664539683.0","I will let you know that way "
34,"664539683.0","I will let you know the way "
35,"664539683.0","I will let you know the way "
36,"664688822.0","service Maria speaking how can I make you smile the job place sure it's 7 about the gas fireplace from the the display yes sure that's fun hi this is Kevin calling I was there at your your store there a few months ago maybe you had come by to pick out that some gas fireplaces you had on display there it was on TV where to pick it up later on this week I'm just wanted to let you know that was fine and if you give me a call back at 519-777-1198 and again this is Kevin thank you "
37,"664688822.0","okay no service Maria speaking how can I make you smile is Crystal John's Place sure it's 7 about the gas fireplace from the the display yes sure that's fun I was there at your store there ask ohh maybe you are I had to come by to pick out that some gas fireplaces you had on display there it was on TV where to pick it up later on this week I'm just wanted to let you know that was fine and if you give me a call back at 519-777-1198 and again this is Kevin thank you "
38,"664688822.0","okay there's no service Maria speaking how can I make you smile it's Crystal job please sure it's 7 about the gas fireplace from the the display yes sure that's fun hi Kevin calling I was there at your store there Moscow maybe you had come by to pick out that some gas fireplaces you had on display there it was on cue gee we're to pick it up later on this week I'm just wanted to let you know that was fine and if you give me a call back at 519-777-1198 and again this is Kevin thank you "
39,"664688822.0","okay there's no service Maria speaking how can I make you smile it's Crystal job please sure it's 7 about the gas fireplace from the the display yes sure that's fun hi this is Kevin calling I was there at your your store there Moscow maybe she had come by to pick up that gas fireplaces you had on display there it was on TV where to pick it up later on this week just wanted to let you know that was fine and if you give me a call back at 519-777-1198 and again this is Kevin thank you "
40,"664688822.0","okay there's no service Maria speaking how can I make you smile it's Crystal job please sure it's 7 about the gas fireplace from the the display yes sure that's fun hi this is Kevin calling I was there at your your store there a few months ago maybe you had come by to pick out that some gas fireplaces you had on display there it was on cue gee we're to pick it up later on this week I'm just wanted to let you know that was fine and if you give me a call back at 519-777-1198 and again this is Kevin thank you "
41,"664688822.0","okay there's no service Maria speaking how can I make you smile the job place sure it's 7 about the gas fireplace from the the display yes sure that's fun I was there at your store there so maybe she'll come by to pick up that gas fireplaces you had on display there it was on TV where to pick it up later on this week just wanted to let you know that was fine and if you give me a call back at 519-777-1198 and again this is Kevin thank you "
42,"664922979.0","speaking hoping to make you smile so best to do it over with music goes out over the rates and so forth so see what we serve which is let me know yeah so and I think that's where it is feel like someone to come out and go over everything with you her near pussy Lisa Smiley speaking now with the dark yes soul circus Lisa and I are we done for you before court phone number 94717 71 for this Friday he's got be like a 3:30 now to do 3 or is that a little bit 2 with friends people passes for an appointment like four six now who's the most from us God bless us with any questions you may need you may have you email schools are that's a sexy sorry for me do you with the reason for the phone "
43,"664922979.0","Greg it's Maria speaking how can I make you smile so best to do it this promotion is over with music goes out over the rates and so forth so see what which is we know it's over 10 so yeah yeah so I never know when I think place feel like I'm going to come out and go over everything with you earlier to see Lisa Smiley speaking you know so please hurry so and I'll wait for you before court number 94717 71 you said for this Friday he's got ask her for if you can assist be like a 3:30 now to do 3 or is that a little bit 2 with first people passes for an appointment like for Salmon Arm now who's the most from us Falcons that unless is fine any questions you may need you may have you know school for that if that's cool trauma 3:30 do you listen series as always "
44,"664922979.0","speaking hoping to make you smile so best to do as far as music goes out over the rates and so forth so see what we serve which is let me know yeah so when I think they started feel like someone to come out go over everything with you her near pussy Lisa Smiley speaking you know so please hurry so and I'll wait for you before court phone number 509-471-4771 you said for this Friday he's got 30 if you can Susan's assist be like a 3:30 now to do 3 or is that a little bit with friends passes for an appointment like for Salmon Arm now who's most from a Falcons God bless is fine any questions you may need you may have you email schools are that's a sexy sorry okay 330 do you listen series as always "
45,"664922979.0","Greg it's Maria speaking how can I make you smile so best to do it this promotion is over with music goes out over the rates and so forth so see what which is we know it's over 10 so yeah yeah so and I think place feel like I'm going to come out and go over everything with you earlier pussy Lisa Smiley speaking you know so please hurry so and I'll wait for you before court phone number 519-471-4771 you said for this Friday he's got if you can assist be like a 3:30 now to do 3 or is that a little bit 2 with friends people passes for an appointment like for salmon now who's most from a said lots of smiles any questions you may need you may have you email school for that if that's cool sorry for me do you with the reason for the snow and ice "
46,"664922979.0","Greg it's Maria speaking how can I make you smile so that to do it's almost over with music goes out over the rates and so forth so see what which is we know it's a weekend but yeah so and I think place feel like I'm on the go over everything with you earlier to see Lisa Smiley speaking you know so Lisa and I are we don't work for you before number is 509-471-4771 you said for this Friday he's got if you can Susan's assist be like a 3:30 now to do 3 or is that a little bit with friends passes for an appointment like 460 it's Joe Eminem now who's the most from a God bless us with any questions you may need you may have you email schools are that's a sexy sorry 3:30 do you with the reason for the phone "
47,"664922979.0","speaking hoping to make you smile so best to do as far as music goes out over the rates and so forth so see what which is let me know yeah so when I think of a square feel like someone to come out and go over everything with you her near pussy Lisa Smiley speaking you know so please hurry so and I'll wait for you before court phone number is 419-471-4771 you said for this Friday he's got 30 if you can Susan's assist be like a 3:30 now to do 3 or is that scrap metal little bit 2 with friends people passes for an appointment like for Salmon Arm now who's the most from us that unless is fine any questions you may need you may have you know school for that if that's cool trauma 3:30 do you listen series as always "
48,"665786802.0","it's a great fun in home service that we make you smile yes talking Jean if it was earlier and I was wondering if I don't know whether he is the person who was wondering if I could make an appointment to see the furnace might be suitable for my home and in order to take me 23 tangle wood all one word tangle City so sword sword Monday or I could do Wednesday afternoon fine okay just one moment so Monday the 29th at 3 o'clock that's and you have my yes you okay thanks so much "
49,"665786802.0","so Monday the 29th at 3:00 thank you you have okay thanks so much "
50,"665786802.0","it's so Monday the 29th at 3 o'clock okay thanks so much "
51,"665786802.0","service tech we make you smile yes talking Sean it was earlier today and I was wondering if I don't know whether he is the person who comes I wondered if I could make an appointment to see kind of firm might be suitable for my home and in order to take for beef 23 Tanglewood all 1 cities salt order Monday or I could do Wednesday afternoon 3 o'clock fine okay just one moment it's so Monday the 29th at 3:00 okay thanks so much "
52,"665786802.0","it's a great fun in home service that we make you smile yes talking Sean I guess it was earlier and I was wondering if I don't know whether he is the person who wondered if I could make an appointment to see kind of firm might be suitable for my home and didn't order to take the 6:23 tangle wood all one word angle City so ord board hi Monday or I could do Wednesday afternoon fine okay just one moment it's so Monday the 29th at 3:00 thank you you have okay thanks so much "
53,"665786802.0","it's so Monday the 29th at 3 o'clock okay thanks so much bye "
