"Unique Id","Call Id","Words"
1800,"1058206362.0","hey "
1801,"1058206362.0","hey "
1802,"1058206362.0","hey "
1803,"1058206362.0","hey "
1804,"1058206362.0","hey "
1805,"1058206362.0","hey "
1806,"1058485503.0","starts out or whatever problem you're welcome "
1807,"1058485503.0","it's a great day at 5 1/2 miles so she calling as one of our air conditioners not working and it's wondering if I could have somebody come take a look at it 82 test net worth I'm sorry your first name Taryn DeBell he pays all the bills are you okay with morning what was the Scott is out or whatever problem you're welcome "
1808,"1058485503.0","starts out what my problem "
1809,"1058485503.0","stop it out or what do I promise you welcome "
1810,"1058485503.0","it's a great day if I don't know how to make me smile and she calling as one of our air conditioners not working and it's wondering if I could have somebody come take a look at it 82 is not Boris I'm sorry your first name Taryn DeBell he pays all the bills are you okay with morning what was the Scott is out or whatever I promise "
1811,"1058485503.0","it's a great day at 5 1/2 miles Sushi calling as one of our air conditioners not working and it's wondering if I could have somebody come take a look at it 82 that's not worth I'm sorry your first name Taryn about Iris he pays all the bills are you okay with the morning what was me stop it or what do I promise "
1812,"1059239330.0","it's a good day for us my husband has an amazing smile there we got a quote on how much it cost to put a 220 volt but letting in my garage 8410 a lot this fucking an electric car and have you guys look for you for a number of years ago I had you feel so your address okay 19970 Side Drive try 29 Sunnyside Drive phone number 251-958-4455 yes so I will a schedule one of our elect percent now you know there was Mrs me $9 apiece so come on site to look over everything first to give you an accurate price then go ahead with anything should I you wanted a quote at this point so first available I have are you going to hurry for this so we're little bit back your words mom and I heard that whether the government rid of those there's a rebate program for the covers half of the cost of flying the plug in and half of the cost of the installation okay I can do like a late morning with my work don't know what my I won't work for me I'm at I'm at work I don't have time my my wife and evenings are better for us but I don't know whether she can go home or not what time are you thinking if something 10 and 12 okay I'll find out if she's available at the time and and let you and let you know is there as her alternate time then again early afternoon late afternoon tomorrow or 10 o'clock next week by 6X or so then we're going to the following week and and and what what are the Cilla online pants payment and then you have availability the following week what's the afternoon like when do what's the latest time latest time with me are you here in London yeah we're out so no problem I can get them there like around 3 to us the way to signs not very handy for people that are at work yeah I will I will have to give you talked to my wife and give you a shout because I don't know the answer to those two questions I know one piece is pretty much going to have to be awful "
1813,"1059239330.0","I think my husband has an amazing smile there we got a quote on how much it cost to put a 220 volt but letting in my garage 9410 a lot this fucking an electric car and have you been looking for a number of years ago I had you feel so you're a best okay 19970 Side Drive alright 19 Sunnyside Drive phone number 251-958-4455 so I will a schedule one of our elect percent now let me know there was Mrs me $9 apiece so come on site to look over everything first to give you an accurate price then go ahead with anything that you wanted us to quote for us if this point okay so first available I have are you no hurry for this so we're little bit we expect Mom and I heard that whether the government rid of those there's a rebate program for the covers half of the cost of flying the plug in and a half of the cost of the installation like a late morning with my work don't know what my I won't work for me I'm at I'm at work I don't have time my my wife and evenings are better for us but I don't know whether she can go home or not yes I was talking letter what time are you thinking I'll find out if she's available at the time and and let you and let you know is there an alternate time then early afternoon later on tomorrow or 10 o'clock next week by 6 as far as I know we're going to the following week and and and what what what are the Cilla 9:10 speak now and then you have availability the following week what's the afternoon like when do what's the latest time I'm with me are you here in London yeah we're out myself so no problem I can get them there like around 3 who is the way to signs not very handy for people that are at work yeah I will I will have to give you talked to my wife and give you a shout back cuz I don't know the answer to those questions so I'm going peace it's pretty much going to have to be awful "
