"Unique Id","Call Id","Words"
900,"727813830.0","Burns okay no problem Chris a call and we'll get someone out there soon your furnace to work are you cleaning okay are you are home protection alright have a good alright so that has a pool table room does that work let's take a look on Thursday call in the morning at my email you love you bye "
901,"727813830.0","yes to make it bye to the ferns okay no problem furnace is not working alright are you having for dinner you are home alright Burger are you some referrals of people who does that work I'm first I was looking for Thursday morning cuz it's already have something call in the morning let you know where you love you bye alright bye bye "
902,"727813830.0","yes to make a smile Burns okay no problem furnace is not working alright are you are home protection RIT Calendar sorry for the castle pool tables that's occurred Harris gay ice cream on Thursday I was looking for Thursday morning cuz it's already have some PCS "
903,"727813830.0","impersonal "
904,"727813830.0","Arias trial does it burn okay okay no problem I can take a call and then someone out there to see furnaces are you are home protection alright have a good somewhere cuz I also think what we have does that work exclamation let's take her on Thursday does it work I was looking for Thursday morning cuz I think we already have something I guess call in the morning at my email you love you bye "
905,"727813830.0","Maria speak it bye The Firm okay no problem are you having a nice you are home Erica alright from the castle pool tables does that work Sacramento I'm posting I was looking for Thursday morning cuz it's already "
906,"727857324.0","no problem if I could schedule so am I know we are booking into 20 23rd I don't have Monday Tuesday as well so so when are we can go to the following time that's better for you or okay I will have someone at 10 o'clock when our technician how to confirm you when we will come in fasting bye "
907,"727857324.0","no problem alright so I know we are booking into 20 23rd don't have Monday Tuesday as well or we can go to the store time that's better for you or okay no problem I will have someone at 10 o'clock when our technicians arrival will call you confirm you when we will come will be contacting "
908,"727857324.0","dial no problem alright so I know we are booking into 23rd I don't have money okay that's better for you or okay no problem I will have someone at 10 o'clock when our technician will be arriving how to confirm you when we will come in fasting bye "
909,"727857324.0","dial phone number alright so I know we are booking into 23rd that's better for you or okay no problem I will have someone at 10 o'clock when our technician will be arriving how to confirm you when we will come in the car battery "
910,"727857324.0","no problem so I know we are booking into permanent senior 23rd I don't have money so when are we can go to the following that's better for you or okay no problem I will have someone at 10 o'clock when our technician will call you confirm you when we will come will be contacting bye "
911,"727857324.0","no problem phone number I know we are booking into permanent store okay 20 23rd don't have money that's better for you or okay no problem I will have someone else you by 10 o'clock when our technician will be arriving how do you confirm you when we will come will be contacting "
912,"727950526.0","yes I was supposed to get a call back I think "
913,"727950526.0","I'm calling a part of service 802 weeks ago my name is Ray our E Eh 189 how much is screen or whatever the on your main yes I was supposed to get a call back when I call okay "
914,"727950526.0","I'm calling a part of service 802 weeks ago my name is Ray our E Eh 189 how much is screen off or whatever the yes I was supposed to get a call back on okay "
915,"727950526.0","tiger support together "
916,"727950526.0","yes I was supposed to get "
917,"727950526.0","I'm calling about 802 weeks ago my name is Ray our E Eh 189 how much how many call me bye good morning screen on the bus wherever yes I was supposed to get a call back okay alright "
918,"728164149.0","do you got my phone number "
919,"728164149.0","car make sure you got my phone number "
920,"728164149.0","I'm not fucking power "
921,"728164149.0","do you got my phone number "
922,"728164149.0","my phone number "
923,"728164149.0","I make sure you got my phone number "
924,"728167925.0","Chris I found your company I trying to find I need to get 3 estimates from companies that would be electrical projects I'm going my call I found some access to my condo it's on my bathrooms in the kitchen alarm so that work hi Sarah with the regional okay cool they call you I did 919 9131 where is that's perfect work early in the morning morning after 10 a.m. yes before your health care have a good day okay "
925,"728167925.0","Chris I found your company I trying to find I need to get 3 estimates from companies that would be electrical where I'm going complicated my call I found some accessibility my condo and I'm not it's on my bathrooms in the kitchen fire alarm hi Sarah with the regional okay cool I call you I think I'm ready first of all okay Byron Road 56 919-9131 yes where I am work early in the morning morning after 10 a.m. yes that's awesome for your health care have a good day okay "
926,"728167925.0","I found you are trying to find I need to get 3 estimates from companies that would be so electrical projects my call I found some access to my condo it's on my bathroom in my kitchen alarm hi Jim for the reason okay cool if I call you already I did 56 phone number cuz I'm working 919-9131 yes where I am that's perfect work early in the morning morning or after 10 yep that's awesome for your health care have a good day thank you okay "
927,"728167925.0","I trying to find I need some companies that would be electrical complicated Michael has access to my condo it's on my bathrooms in the kitchen fire alarm so hi Sarah okay cool they call you already phone number cuz I work off one 9 9131 yes where I am work early in the morning morning Dr camp for your health care have a good day thank you okay "
928,"728167925.0","Chris I found your company I trying to find I need to get 3 estimates from companies that would be so electrical projects accomplish my call I found some accessibility to my condo I'm working 3 to 3 this is not a threat it's on my bathrooms in the kitchen fire alarm hi Sarah with the region if I call you already I did 56 phone number cuz I'm working one 9 9131 where is CVS perfect work early in the morning morning like after 10 for your health care have a good day "
929,"728167925.0","Chris I found your company trying to find I need to get 3 estimates from companies that would electrical projects program my call I found a Nexus of my condo it's on my bathrooms in the kitchen alarm Hi Sam for the region they call you already I did 919 9131 yes where I am work early in the morning for your health care have a good day okay "
930,"728297107.0","how come okay you're welcome "
931,"728297107.0","is Oliver and I am calling from consultus also to camera inspection for municipal services okay and are 2500 years of material to get inspected and that's fine or I can our face heart okay and this before like 25/2 kilometers of Jim camera and the cost that may need to be cleaned or something out on hold for you said she's going to put me on hold for transferring me Google Hangout ality attend Center I'm looking for a ticket open camera inspection of 2500 meters does Han care sir and I was told I was $271 okay and but there I was wondering if it would be a good time for for cleaning beforehand okay thank you very much "
932,"728297107.0","Oliver I am calling from consultus also to camera inspection for municipal services okay and 2500 to get inspected okay that's fine or I can okay I'm glad at the for like 20 like 2/2 kilometers of zoom camera and other deposit therapy cleans for him or something out with you cos you said she's going to put me on hold for transferring me when people make pallet of town center I'm looking for to get with Jim camera inspection of 2500 meters of Hank are store our store hours $271 okay and but they were I was wondering if it would be a good time for for cleaning beforehand okay thank you very much "
933,"728297107.0","how come how you doing sexy you're welcome "
934,"728297107.0","possibly you're welcome "
935,"728297107.0","My Name is Oliver and I am calling from consultus also to camera inspection for municipal services okay and 2502 okay that's fine or I can face time Mr for like 25 to 1/2 kilometers of Jim camera and the topic that may need to be cleaned for me or something out with the car I hope this she's going to put me on hold answering me personality attend Center I'm looking for to get a zoom camera inspection of 2500 meters of same care sir our store hours $271 okay and nothing I was wondering if it would be additional car or for cleaning beforehand okay "
936,"728304677.0","morning for the morning "
937,"728304677.0","find service plan I'm wrong would you be able to check your records there g o u 65 Miller Road inserts key right now I'm not someone come out and service the furnace and look at it or whatever I mean that room right yeah debated a look at the air conditioners well or they just do the furnace or what what happened if you would Yahoo you know I can I can see what you have there very pretty it's 9:10 o'clock on the 18th okay yeah something on Friday November 2nd Friday the 2nd okay thank you very much "
938,"728304677.0","we could probably Friday this afternoon "
939,"728304677.0","morning for the morning "
